loan_id,customer_id,loan_type,loan_amount_lakh,interest_rate_pct,tenure_months,emi_amount,disbursement_date,branch_id,loan_status,emi_missed_count,days_past_due,is_npa,collateral_type,processing_fee_pct
LOAN004113,CUST06767,Personal Loan,7.23,13.74,48,19662.88,2023-01-07,BR0045,Active,0,0,0,Gold,1.77
LOAN004114,CUST06641,Home Loan,131.56,17.59,12,1203576.42,2024-11-17,BR0021,Active,0,0,0,None,2.21
LOAN004115,CUST01259,Home Loan,96.82,15.91,24,473644.59,2024-06-27,BR0050,Active,0,0,0,FD,1.95
LOAN004116,CUST00731,Personal Loan,3.07,13.85,48,8366.15,2021-06-17,BR0020,Active,0,0,0,Gold,2.09
LOAN004117,CUST04603,Home Loan,106.97,18.41,240,168470.9,2020-09-25,BR0039,Closed,0,0,0,None,0.59
LOAN004118,CUST00935,Auto Loan,14.07,9.09,12,123102.96,2020-09-19,BR0024,Closed,0,0,0,Property,1.77
LOAN004119,CUST03310,Education Loan,11.96,9.82,180,12720.9,2023-12-09,BR0027,Active,0,0,0,Gold,2.09
LOAN004120,CUST07031,Home Loan,96.42,10.99,120,132763.99,2022-08-24,BR0008,Active,0,0,0,None,1.51
LOAN004121,CUST01501,Gold Loan,0.87,12.95,12,7768.56,2023-11-26,BR0010,Active,0,0,0,Vehicle,2.19
LOAN004122,CUST04988,Auto Loan,11.85,9.86,120,15568.14,2021-03-17,BR0022,Active,2,66,0,Property,2.41
LOAN004123,CUST08588,Auto Loan,8.88,15.17,36,30856.79,2020-06-25,BR0019,Closed,0,0,0,None,2.44
LOAN004124,CUST07719,Personal Loan,8.04,9.58,48,20229.73,2021-12-22,BR0014,NPA,3,75,1,FD,2.31
LOAN004125,CUST02603,Education Loan,12.42,9.33,84,20191.26,2024-10-17,BR0040,NPA,3,93,1,Vehicle,2.21
LOAN004126,CUST09678,Education Loan,4.47,11.16,48,11587.71,2020-09-23,BR0044,NPA,3,102,1,Vehicle,0.94
LOAN004127,CUST04732,Personal Loan,6.89,12.3,180,8402.6,2024-03-29,BR0021,Active,0,0,0,Vehicle,1.97
LOAN004128,CUST08755,Gold Loan,3.69,15.94,12,33469.21,2021-08-12,BR0005,Active,0,0,0,FD,2.22
LOAN004129,CUST08405,Gold Loan,6.73,10.57,120,9107.52,2021-06-07,BR0002,Active,0,0,0,Gold,1.52
LOAN004130,CUST02258,Home Loan,93.27,10.52,240,93244.23,2023-06-10,BR0010,Closed,0,0,0,None,1.07
LOAN004131,CUST06322,Home Loan,122.68,11.96,84,216301.39,2022-09-06,BR0050,Active,1,29,0,Gold,2.35
LOAN004132,CUST05397,Personal Loan,3.98,15.0,24,19297.69,2022-02-06,BR0049,Active,2,74,0,Property,2.13
LOAN004133,CUST09208,Gold Loan,2.13,10.52,120,2876.5,2023-06-15,BR0005,Active,0,0,0,None,2.08
LOAN004134,CUST05043,Education Loan,14.53,10.57,24,67431.48,2020-05-31,BR0040,Restructured,1,25,0,Vehicle,1.76
LOAN004135,CUST04830,Auto Loan,9.56,8.86,60,19780.09,2022-01-24,BR0029,Active,0,0,0,FD,0.94
LOAN004136,CUST07826,Education Loan,14.4,11.42,60,31611.55,2021-03-09,BR0047,Active,1,20,0,Property,2.44
LOAN004137,CUST01991,Personal Loan,3.15,12.8,180,3944.15,2022-08-31,BR0036,Active,0,0,0,Gold,1.82
LOAN004138,CUST07273,Personal Loan,2.32,15.22,84,4505.53,2022-11-12,BR0046,Closed,0,0,0,Gold,1.03
LOAN004139,CUST00312,Business Loan,7.52,8.29,24,34110.47,2022-08-13,BR0050,Active,0,0,0,Gold,0.92
LOAN004140,CUST01215,Gold Loan,2.53,12.34,84,4512.27,2021-09-27,BR0026,Restructured,1,17,0,Vehicle,1.37
LOAN004141,CUST05952,Gold Loan,6.12,14.12,48,16760.67,2022-07-21,BR0010,Active,0,0,0,Gold,2.38
LOAN004142,CUST01522,Education Loan,12.29,8.45,36,38768.04,2021-03-06,BR0027,Closed,0,0,0,FD,2.42
LOAN004143,CUST00720,Home Loan,76.8,9.91,36,247487.61,2022-01-23,BR0025,Closed,0,0,0,FD,2.44
LOAN004144,CUST09052,Business Loan,9.2,15.81,84,18173.68,2024-07-23,BR0012,Restructured,0,0,0,None,1.88
LOAN004145,CUST01230,Personal Loan,5.52,13.93,48,15064.84,2023-05-19,BR0041,Restructured,0,0,0,FD,1.6
LOAN004146,CUST01264,Personal Loan,2.94,15.94,48,8323.01,2022-11-17,BR0013,Active,0,0,0,None,2.16
LOAN004147,CUST03244,Home Loan,68.32,16.02,12,619937.88,2021-05-07,BR0045,NPA,5,125,1,None,1.71
LOAN004148,CUST05821,Home Loan,103.63,8.19,84,162502.65,2024-11-14,BR0014,Active,0,0,0,FD,1.82
LOAN004149,CUST05349,Education Loan,6.69,14.08,240,8358.05,2024-11-28,BR0034,Closed,0,0,0,None,1.75
LOAN004150,CUST00248,Business Loan,25.01,11.94,24,117660.69,2024-02-27,BR0016,Closed,0,0,0,Gold,1.33
LOAN004151,CUST07139,Gold Loan,2.17,14.84,12,19569.67,2020-01-16,BR0020,Restructured,0,0,0,Vehicle,1.62
LOAN004152,CUST02686,Home Loan,40.47,11.34,60,88679.35,2024-05-31,BR0031,Active,0,0,0,None,1.85
LOAN004153,CUST05222,Auto Loan,8.61,17.79,180,13735.83,2023-07-07,BR0001,Active,0,0,0,FD,2.13
LOAN004154,CUST05200,Auto Loan,13.58,16.23,36,47897.6,2023-09-26,BR0050,Active,0,0,0,Property,0.94
LOAN004155,CUST06055,Auto Loan,18.05,14.59,180,24757.61,2024-02-19,BR0020,Active,0,0,0,Gold,2.15
LOAN004156,CUST08532,Education Loan,7.31,10.32,60,15646.94,2020-11-02,BR0001,Restructured,0,0,0,FD,1.63
LOAN004157,CUST00260,Business Loan,34.42,16.39,24,169173.13,2022-04-28,BR0025,NPA,4,76,1,Vehicle,0.73
LOAN004158,CUST05858,Auto Loan,16.98,12.38,84,30320.5,2024-02-07,BR0029,Active,0,0,0,None,2.33
LOAN004159,CUST06363,Home Loan,37.01,17.91,84,77591.91,2024-08-11,BR0010,Active,0,0,0,None,1.89
LOAN004160,CUST01140,Business Loan,44.75,13.96,36,152857.97,2023-09-29,BR0026,Active,0,0,0,Vehicle,0.87
LOAN004161,CUST09004,Business Loan,52.75,9.84,36,169813.43,2024-07-11,BR0040,Active,0,0,0,Gold,1.18
LOAN004162,CUST01365,Auto Loan,17.79,15.15,120,28865.12,2023-09-19,BR0012,Restructured,0,0,0,Property,0.62
LOAN004163,CUST07997,Business Loan,38.37,9.57,240,35941.45,2021-08-10,BR0010,Closed,0,0,0,Property,2.07
LOAN004164,CUST03478,Business Loan,30.89,8.23,120,37854.56,2023-02-16,BR0003,Closed,1,38,0,Vehicle,1.43
LOAN004165,CUST06758,Business Loan,63.46,11.54,48,165684.83,2021-02-27,BR0032,Active,0,0,0,Property,2.27
LOAN004166,CUST07079,Personal Loan,4.54,8.96,120,5741.26,2021-05-08,BR0016,Active,2,74,0,FD,0.55
LOAN004167,CUST07102,Gold Loan,7.91,15.53,120,13019.54,2021-01-29,BR0044,Active,0,0,0,Vehicle,1.83
LOAN004168,CUST07906,Home Loan,104.7,18.23,84,221470.48,2022-02-04,BR0031,Closed,0,0,0,FD,2.26
LOAN004169,CUST07387,Business Loan,40.43,17.39,24,200653.53,2023-10-24,BR0035,Active,0,0,0,Vehicle,1.48
LOAN004170,CUST08079,Auto Loan,5.9,8.93,120,7451.54,2024-08-07,BR0035,Restructured,0,0,0,Gold,0.96
LOAN004171,CUST04105,Personal Loan,5.71,17.04,12,52088.75,2020-11-13,BR0013,Active,0,0,0,Gold,1.2
LOAN004172,CUST02396,Business Loan,15.51,11.93,84,27321.36,2023-06-29,BR0045,Restructured,0,0,0,Vehicle,0.88
LOAN004173,CUST08311,Education Loan,13.96,16.18,36,49203.37,2022-12-02,BR0038,Closed,0,0,0,None,1.82
LOAN004174,CUST05527,Education Loan,14.63,8.25,12,127433.24,2021-11-10,BR0007,Closed,0,0,0,Property,1.44
LOAN004175,CUST02879,Business Loan,18.44,17.73,120,32906.29,2024-02-08,BR0020,Closed,0,0,0,Property,0.58
LOAN004176,CUST00910,Gold Loan,7.98,15.46,24,38866.98,2021-02-15,BR0041,Restructured,2,80,0,Property,1.31
LOAN004177,CUST00334,Gold Loan,3.61,17.64,36,12985.91,2022-11-01,BR0006,Active,0,0,0,Gold,1.2
LOAN004178,CUST06793,Personal Loan,5.77,11.78,180,6843.51,2024-07-18,BR0034,Closed,0,0,0,Vehicle,2.19
LOAN004179,CUST00403,Gold Loan,3.6,8.96,84,5784.76,2024-11-02,BR0014,NPA,3,75,1,Gold,1.39
LOAN004180,CUST01030,Personal Loan,5.62,8.95,24,25661.93,2023-04-18,BR0033,Active,0,0,0,Property,1.61
LOAN004181,CUST08347,Home Loan,114.0,16.69,240,164533.16,2024-11-05,BR0024,Active,2,30,0,Vehicle,1.87
LOAN004182,CUST05138,Home Loan,48.87,8.45,12,426129.94,2022-10-20,BR0017,Active,0,0,0,Property,1.67
LOAN004183,CUST08995,Education Loan,12.25,15.57,24,59728.43,2023-10-06,BR0032,Active,0,0,0,FD,1.29
LOAN004184,CUST05225,Education Loan,7.43,10.77,84,12632.3,2020-07-28,BR0014,Active,0,0,0,Gold,0.94
LOAN004185,CUST05375,Personal Loan,4.46,7.52,240,3598.4,2020-03-20,BR0033,Active,0,0,0,Gold,0.61
LOAN004186,CUST01317,Personal Loan,4.58,9.32,24,20990.92,2024-07-12,BR0044,Active,0,0,0,FD,1.92
LOAN004187,CUST00476,Auto Loan,9.08,17.17,180,14083.7,2023-06-16,BR0027,Active,2,30,0,Gold,0.87
LOAN004188,CUST09658,Home Loan,83.08,12.46,36,277773.35,2023-10-19,BR0019,Active,2,58,0,FD,1.94
LOAN004189,CUST09150,Home Loan,73.32,15.34,36,255388.66,2020-08-31,BR0038,Active,0,0,0,Property,2.38
LOAN004190,CUST02331,Education Loan,6.75,15.02,84,13032.88,2020-09-04,BR0032,Restructured,2,54,0,None,0.51
LOAN004191,CUST00545,Personal Loan,1.9,9.62,24,8734.25,2023-12-28,BR0012,Active,0,0,0,Vehicle,2.02
LOAN004192,CUST02359,Auto Loan,10.31,15.05,180,14465.07,2024-10-19,BR0009,Restructured,0,0,0,None,0.74
LOAN004193,CUST02020,Education Loan,13.79,18.06,24,68885.32,2022-06-29,BR0011,NPA,4,60,1,Gold,2.37
LOAN004194,CUST04407,Auto Loan,8.9,17.82,120,15933.49,2023-02-25,BR0013,Active,0,0,0,FD,2.29
LOAN004195,CUST03783,Gold Loan,2.52,17.68,120,4488.88,2024-06-06,BR0048,Active,0,0,0,Vehicle,1.02
LOAN004196,CUST04211,Home Loan,110.47,12.82,120,163772.81,2023-02-21,BR0038,Active,1,22,0,Gold,1.79
LOAN004197,CUST01390,Education Loan,10.47,12.31,240,11755.44,2024-11-21,BR0024,Active,0,0,0,Property,0.54
LOAN004198,CUST04274,Home Loan,130.62,12.15,12,1161459.66,2024-12-20,BR0018,Active,0,0,0,None,0.66
LOAN004199,CUST02612,Business Loan,79.15,13.5,36,268597.8,2021-09-05,BR0016,Active,2,70,0,Gold,0.66
LOAN004200,CUST05572,Auto Loan,9.76,14.13,48,26734.33,2021-05-23,BR0039,Active,2,74,0,Vehicle,1.98
LOAN004201,CUST07706,Gold Loan,5.32,17.13,48,15386.69,2020-06-13,BR0001,Closed,0,0,0,FD,1.6
LOAN004202,CUST09025,Home Loan,32.97,13.79,84,61403.97,2022-10-29,BR0037,Closed,2,44,0,Gold,0.53
LOAN004203,CUST07041,Personal Loan,7.83,7.9,48,19078.59,2021-02-28,BR0043,Active,0,0,0,Vehicle,0.6
LOAN004204,CUST09192,Home Loan,117.21,8.29,24,531660.7,2024-09-02,BR0020,Restructured,1,31,0,Gold,0.99
LOAN004205,CUST07585,Home Loan,24.56,10.76,120,33498.61,2022-01-19,BR0044,Active,0,0,0,FD,2.11
LOAN004206,CUST00041,Home Loan,26.68,12.2,48,70520.95,2020-04-26,BR0029,Closed,0,0,0,FD,2.39
LOAN004207,CUST03952,Business Loan,62.72,17.3,48,181953.76,2020-11-04,BR0036,Restructured,0,0,0,Vehicle,0.61
LOAN004208,CUST01405,Education Loan,10.26,14.18,60,23969.08,2021-12-28,BR0042,Closed,0,0,0,None,1.32
LOAN004209,CUST00965,Personal Loan,7.3,17.17,60,18209.18,2024-02-02,BR0019,NPA,3,99,1,Property,2.46
LOAN004210,CUST08983,Auto Loan,16.41,10.59,84,27745.41,2020-12-30,BR0029,NPA,3,117,1,FD,0.55
LOAN004211,CUST08682,Home Loan,22.91,14.53,36,78891.98,2021-07-25,BR0041,Active,1,17,0,Vehicle,2.27
LOAN004212,CUST07687,Home Loan,21.96,11.46,180,25597.63,2022-02-06,BR0030,Closed,0,0,0,Vehicle,2.26
LOAN004213,CUST03315,Personal Loan,6.89,8.52,180,6792.94,2020-04-07,BR0004,Active,0,0,0,None,2.13
LOAN004214,CUST01050,Home Loan,124.47,15.35,180,177200.06,2022-12-06,BR0038,Active,0,0,0,Property,0.79
LOAN004215,CUST00327,Education Loan,5.22,12.74,12,46559.97,2024-06-30,BR0004,Active,0,0,0,Vehicle,2.05
LOAN004216,CUST01437,Education Loan,2.92,12.52,84,5236.15,2021-12-02,BR0031,Restructured,1,16,0,None,1.58
LOAN004217,CUST09854,Home Loan,132.15,15.33,180,187951.43,2022-01-02,BR0019,Closed,1,29,0,Gold,0.89
LOAN004218,CUST04509,Personal Loan,5.56,11.36,180,6445.73,2022-02-16,BR0044,Restructured,0,0,0,Vehicle,0.53
LOAN004219,CUST02590,Personal Loan,4.47,8.77,36,14166.68,2021-01-24,BR0026,Active,0,0,0,Property,2.34
LOAN004220,CUST02468,Auto Loan,17.22,11.62,84,30049.18,2024-02-11,BR0039,Active,0,0,0,Gold,0.58
LOAN004221,CUST03814,Personal Loan,4.34,8.57,36,13714.39,2023-07-16,BR0036,Closed,0,0,0,Gold,1.38
LOAN004222,CUST04363,Personal Loan,2.35,16.61,12,21389.65,2023-10-28,BR0049,Active,0,0,0,Vehicle,2.33
LOAN004223,CUST03136,Gold Loan,6.36,14.85,12,57359.28,2023-01-03,BR0014,Active,0,0,0,Vehicle,2.26
LOAN004224,CUST08749,Auto Loan,6.69,11.21,84,11528.91,2022-04-29,BR0016,Active,0,0,0,None,2.04
LOAN004225,CUST06267,Gold Loan,7.69,15.37,120,12581.48,2021-12-01,BR0038,NPA,2,68,1,Gold,2.23
LOAN004226,CUST07881,Personal Loan,1.34,17.88,180,2146.4,2024-05-19,BR0024,Active,0,0,0,Vehicle,2.42
LOAN004227,CUST03146,Business Loan,6.81,10.88,180,7688.99,2024-08-03,BR0029,NPA,3,84,1,Vehicle,1.26
LOAN004228,CUST09302,Auto Loan,19.24,18.06,24,96109.76,2024-08-15,BR0005,Active,0,0,0,FD,1.84
LOAN004229,CUST08750,Home Loan,51.27,14.75,180,70880.97,2021-06-11,BR0042,Restructured,0,0,0,FD,1.34
LOAN004230,CUST09029,Gold Loan,7.59,9.29,120,9734.22,2020-09-10,BR0020,Active,0,0,0,FD,1.45
LOAN004231,CUST03427,Education Loan,2.35,11.58,24,11016.23,2022-02-04,BR0032,Closed,1,28,0,Gold,2.36
LOAN004232,CUST04614,Auto Loan,6.89,18.05,24,34414.35,2022-02-02,BR0016,Restructured,2,70,0,None,2.37
LOAN004233,CUST05620,Gold Loan,7.68,18.27,180,12517.51,2024-01-24,BR0006,Active,0,0,0,Property,0.53
LOAN004234,CUST06834,Personal Loan,1.44,12.02,48,3793.49,2020-02-23,BR0050,Closed,0,0,0,Property,1.21
LOAN004235,CUST08294,Personal Loan,7.79,18.43,180,12786.92,2022-04-23,BR0050,Active,2,66,0,Property,0.7
LOAN004236,CUST00817,Gold Loan,2.45,10.89,24,11406.41,2021-10-31,BR0035,Closed,0,0,0,None,0.86
LOAN004237,CUST05054,Gold Loan,7.6,13.86,60,17628.76,2024-10-17,BR0005,Restructured,0,0,0,Gold,0.72
LOAN004238,CUST07101,Business Loan,63.03,8.45,240,54499.6,2022-02-13,BR0042,Active,0,0,0,FD,1.39
LOAN004239,CUST06132,Education Loan,14.19,8.94,48,35271.46,2023-12-15,BR0007,Active,0,0,0,FD,1.55
LOAN004240,CUST07791,Home Loan,139.61,9.2,36,445256.73,2020-06-18,BR0035,Active,0,0,0,FD,0.86
LOAN004241,CUST02004,Personal Loan,2.38,12.91,48,6374.32,2020-08-04,BR0007,NPA,3,105,1,None,2.38
LOAN004242,CUST03924,Personal Loan,2.58,17.06,180,3981.61,2020-09-22,BR0037,Active,0,0,0,Property,1.55
LOAN004243,CUST00060,Business Loan,14.18,10.29,240,13957.57,2021-08-08,BR0050,Restructured,0,0,0,Gold,2.27
LOAN004244,CUST01504,Education Loan,12.0,14.51,24,57905.0,2020-08-24,BR0008,Active,0,0,0,Gold,2.25
LOAN004245,CUST09145,Home Loan,122.75,9.04,48,305697.09,2023-08-28,BR0046,NPA,6,174,1,Vehicle,1.13
LOAN004246,CUST06877,Home Loan,91.9,16.75,120,158267.17,2024-12-18,BR0030,Closed,0,0,0,Gold,1.71
LOAN004247,CUST08312,Home Loan,120.52,18.34,36,437767.02,2021-09-05,BR0038,Active,0,0,0,None,0.96
LOAN004248,CUST05317,Home Loan,73.31,17.65,48,214009.67,2024-01-22,BR0012,Closed,0,0,0,FD,1.18
LOAN004249,CUST09746,Auto Loan,12.46,9.64,240,11728.5,2024-01-12,BR0008,Active,0,0,0,Property,1.14
LOAN004250,CUST00641,Education Loan,5.05,9.28,84,8196.93,2022-01-19,BR0039,Active,2,78,0,FD,2.18
LOAN004251,CUST04853,Education Loan,2.37,10.54,240,2372.53,2024-05-07,BR0033,Closed,0,0,0,FD,2.13
LOAN004252,CUST02910,Personal Loan,6.05,12.37,180,7405.65,2024-09-15,BR0025,Active,0,0,0,Property,0.93
LOAN004253,CUST02743,Business Loan,11.89,12.14,84,21078.22,2021-11-28,BR0049,Active,0,0,0,Property,2.11
LOAN004254,CUST06892,Business Loan,45.04,16.46,12,409632.86,2024-02-16,BR0010,Closed,0,0,0,FD,0.7
LOAN004255,CUST08732,Gold Loan,1.51,14.63,120,2402.06,2020-09-07,BR0049,Active,0,0,0,None,2.0
LOAN004256,CUST07210,Personal Loan,3.12,18.24,120,5670.07,2021-03-14,BR0015,Active,0,0,0,Gold,2.34
LOAN004257,CUST07304,Home Loan,122.26,15.78,240,168080.21,2024-10-10,BR0019,NPA,6,132,1,Property,1.76
LOAN004258,CUST08221,Gold Loan,4.49,16.94,48,12941.98,2022-04-23,BR0027,Active,0,0,0,None,2.07
LOAN004259,CUST09199,Gold Loan,5.88,12.7,120,8675.73,2023-06-02,BR0029,Active,0,0,0,Gold,1.82
LOAN004260,CUST07913,Gold Loan,7.45,10.58,180,8272.21,2023-03-01,BR0001,NPA,6,150,1,Vehicle,0.71
LOAN004261,CUST00582,Home Loan,139.69,13.82,12,1253053.47,2022-08-14,BR0032,Active,0,0,0,None,1.93
LOAN004262,CUST01577,Auto Loan,5.93,17.66,120,10555.52,2021-05-05,BR0016,Active,0,0,0,Vehicle,1.78
LOAN004263,CUST03644,Education Loan,7.98,12.42,24,37721.34,2024-06-08,BR0049,NPA,3,69,1,Gold,0.79
LOAN004264,CUST00641,Personal Loan,9.34,8.99,180,9467.69,2020-01-05,BR0039,NPA,4,156,1,FD,0.61
LOAN004265,CUST02001,Home Loan,120.42,13.36,12,1077593.58,2023-12-26,BR0040,Active,0,0,0,Vehicle,1.87
LOAN004266,CUST09954,Gold Loan,6.34,11.14,84,10902.35,2022-01-14,BR0004,Active,0,0,0,Gold,1.11
LOAN004267,CUST06420,Gold Loan,2.52,12.87,84,4566.58,2020-02-27,BR0028,Active,0,0,0,FD,2.16
LOAN004268,CUST02406,Home Loan,67.17,12.76,180,83928.34,2022-11-14,BR0049,Closed,0,0,0,Gold,1.47
LOAN004269,CUST06899,Gold Loan,5.25,9.35,240,4842.38,2023-03-07,BR0028,Active,0,0,0,Property,1.32
LOAN004270,CUST05017,Home Loan,60.98,8.12,24,276129.89,2023-10-06,BR0001,Restructured,0,0,0,Gold,2.15
LOAN004271,CUST01033,Gold Loan,3.09,9.6,12,27108.56,2023-03-28,BR0002,Active,2,38,0,Property,1.54
LOAN004272,CUST03441,Education Loan,5.37,12.84,36,18052.3,2022-12-01,BR0019,Active,0,0,0,Property,1.05
LOAN004273,CUST01079,Education Loan,6.18,17.79,12,56596.49,2023-06-26,BR0005,Restructured,2,44,0,FD,0.67
LOAN004274,CUST06934,Business Loan,12.21,17.39,120,21523.39,2020-09-05,BR0041,Active,0,0,0,Vehicle,1.29
LOAN004275,CUST08482,Gold Loan,5.33,11.16,24,24881.59,2021-12-14,BR0041,Active,0,0,0,Gold,1.27
LOAN004276,CUST02846,Business Loan,58.84,13.89,240,72699.16,2022-02-10,BR0046,NPA,4,100,1,Property,0.52
LOAN004277,CUST04020,Gold Loan,4.94,8.02,48,12064.62,2021-02-27,BR0002,Active,0,0,0,Vehicle,1.11
LOAN004278,CUST05330,Education Loan,5.28,13.89,36,18017.59,2022-06-17,BR0037,Active,0,0,0,None,1.78
LOAN004279,CUST04878,Home Loan,64.86,13.03,60,147676.06,2023-04-21,BR0026,Closed,0,0,0,Gold,0.99
LOAN004280,CUST03753,Personal Loan,4.55,11.18,240,4752.32,2020-02-20,BR0037,Active,0,0,0,None,1.65
LOAN004281,CUST04999,Home Loan,141.94,16.12,240,198753.85,2023-03-20,BR0022,Active,0,0,0,None,0.79
LOAN004282,CUST04942,Gold Loan,1.7,8.18,120,2078.77,2023-05-05,BR0025,Active,0,0,0,FD,1.61
LOAN004283,CUST03704,Auto Loan,13.29,16.41,84,26707.96,2024-04-12,BR0032,Closed,0,0,0,Gold,2.38
LOAN004284,CUST01193,Education Loan,11.31,8.76,60,23346.18,2022-09-11,BR0006,NPA,4,96,1,Property,1.8
LOAN004285,CUST00589,Gold Loan,6.14,14.75,36,21209.42,2024-11-03,BR0039,NPA,5,95,1,None,1.66
LOAN004286,CUST01790,Auto Loan,19.5,10.29,12,171699.1,2020-01-11,BR0048,Active,0,0,0,None,2.07
LOAN004287,CUST02161,Home Loan,38.31,12.08,12,340523.1,2022-10-05,BR0023,Active,0,0,0,Gold,1.31
LOAN004288,CUST02388,Gold Loan,6.0,12.95,120,8940.96,2024-01-27,BR0002,Active,0,0,0,Vehicle,1.25
LOAN004289,CUST08870,Business Loan,15.47,13.79,120,23824.77,2023-06-24,BR0050,Restructured,0,0,0,FD,1.47
LOAN004290,CUST00452,Home Loan,90.2,18.43,60,231163.89,2022-08-14,BR0032,Closed,0,0,0,Gold,1.03
LOAN004291,CUST07563,Business Loan,42.55,8.85,24,194095.87,2022-08-10,BR0012,Closed,0,0,0,Vehicle,0.82
LOAN004292,CUST03008,Auto Loan,7.37,17.84,60,18650.87,2023-12-07,BR0012,Active,2,32,0,FD,0.82
LOAN004293,CUST02278,Personal Loan,4.0,10.18,180,4342.57,2020-12-26,BR0020,Restructured,0,0,0,None,0.57
LOAN004294,CUST07557,Gold Loan,7.33,17.55,240,11059.28,2022-03-24,BR0023,Active,0,0,0,FD,0.94
LOAN004295,CUST08699,Gold Loan,3.17,11.75,120,4502.33,2023-08-09,BR0023,Active,0,0,0,None,1.82
LOAN004296,CUST07944,Education Loan,4.04,14.53,180,5524.85,2022-02-15,BR0014,Closed,0,0,0,FD,1.13
LOAN004297,CUST07301,Education Loan,4.72,14.38,180,6406.78,2020-09-05,BR0019,Closed,0,0,0,Gold,0.76
LOAN004298,CUST02683,Education Loan,8.43,11.42,180,9805.01,2020-01-28,BR0016,Active,0,0,0,Gold,1.36
LOAN004299,CUST09560,Education Loan,13.17,11.18,60,28753.14,2024-04-24,BR0034,Active,0,0,0,FD,0.52
LOAN004300,CUST03604,Gold Loan,6.92,8.11,120,8436.15,2020-02-18,BR0045,Active,1,21,0,None,2.23
LOAN004301,CUST07632,Personal Loan,8.6,14.58,12,77451.81,2021-02-14,BR0011,NPA,3,57,1,None,2.18
LOAN004302,CUST06726,Auto Loan,15.76,14.49,12,141868.11,2024-05-07,BR0028,Restructured,1,40,0,None,0.93
LOAN004303,CUST05948,Auto Loan,17.13,18.09,48,50399.97,2023-01-24,BR0027,Restructured,0,0,0,FD,1.96
LOAN004304,CUST09560,Personal Loan,6.81,9.03,84,10967.03,2021-06-17,BR0034,Active,0,0,0,Property,0.81
LOAN004305,CUST06473,Business Loan,15.95,11.75,120,22653.7,2021-05-12,BR0047,Active,0,0,0,Property,1.07
LOAN004306,CUST01560,Personal Loan,7.09,11.3,12,62761.85,2023-09-06,BR0047,Active,0,0,0,FD,1.29
LOAN004307,CUST07919,Gold Loan,4.24,15.05,36,14708.48,2023-04-28,BR0036,NPA,4,140,1,FD,1.08
LOAN004308,CUST07386,Personal Loan,2.5,16.16,48,7105.57,2024-01-07,BR0029,Active,0,0,0,FD,0.62
LOAN004309,CUST03872,Personal Loan,8.55,12.47,84,15308.83,2024-03-10,BR0050,NPA,3,51,1,Property,1.7
LOAN004310,CUST06418,Education Loan,13.88,12.87,120,20618.04,2020-05-15,BR0031,Active,1,27,0,Property,1.79
LOAN004311,CUST06000,Auto Loan,9.68,13.45,36,32825.95,2020-06-17,BR0038,Closed,0,0,0,Gold,0.84
LOAN004312,CUST01213,Gold Loan,3.98,12.59,36,13331.73,2024-11-21,BR0019,NPA,3,105,1,None,0.86
LOAN004313,CUST01774,Education Loan,5.99,11.41,180,6963.22,2020-09-14,BR0041,Active,0,0,0,None,0.66
LOAN004314,CUST00346,Home Loan,86.84,14.01,24,416984.9,2022-04-06,BR0031,Restructured,0,0,0,Vehicle,1.41
LOAN004315,CUST03918,Education Loan,9.07,16.14,24,44470.24,2021-05-07,BR0043,Closed,0,0,0,None,2.27
LOAN004316,CUST06130,Home Loan,106.2,11.57,240,113767.49,2020-03-08,BR0047,Active,0,0,0,Gold,2.04
LOAN004317,CUST04716,Auto Loan,6.79,15.97,36,23861.57,2020-09-10,BR0026,Active,0,0,0,Gold,0.99
LOAN004318,CUST01762,Auto Loan,7.41,17.67,180,11757.71,2020-04-27,BR0035,Restructured,0,0,0,FD,1.9
LOAN004319,CUST02461,Education Loan,7.31,18.48,24,36664.28,2022-08-06,BR0005,Active,0,0,0,FD,0.67
LOAN004320,CUST06581,Gold Loan,0.86,17.5,48,2503.84,2024-09-30,BR0038,Active,2,70,0,Property,2.44
LOAN004321,CUST03721,Education Loan,11.01,9.44,24,50521.46,2021-07-20,BR0026,Active,1,17,0,Vehicle,0.68
LOAN004322,CUST03824,Education Loan,5.95,13.46,12,53272.27,2020-09-12,BR0005,Closed,1,36,0,Vehicle,1.25
LOAN004323,CUST04213,Gold Loan,0.82,8.04,48,2003.4,2020-08-12,BR0007,Active,0,0,0,Gold,2.36
LOAN004324,CUST08944,Personal Loan,7.79,18.47,12,71593.08,2020-07-18,BR0035,Active,0,0,0,None,1.02
LOAN004325,CUST00005,Gold Loan,1.08,11.12,36,3541.92,2022-11-14,BR0014,Active,0,0,0,None,1.65
LOAN004326,CUST00795,Gold Loan,7.82,8.16,84,12250.85,2021-04-06,BR0007,Active,0,0,0,Gold,2.12
LOAN004327,CUST07771,Auto Loan,5.35,12.97,12,47777.21,2024-10-26,BR0035,Restructured,2,48,0,FD,1.58
LOAN004328,CUST02478,Education Loan,14.91,17.42,60,37392.74,2022-02-01,BR0036,Active,1,31,0,None,2.37
LOAN004329,CUST03214,Home Loan,96.67,9.27,240,88662.19,2022-11-16,BR0025,Closed,0,0,0,Vehicle,2.06
LOAN004330,CUST02530,Education Loan,12.69,11.86,48,33330.47,2023-06-08,BR0031,Active,0,0,0,Vehicle,0.86
