month,branch_id,target_collection_lakh,actual_collection_lakh,collection_efficiency_pct,npa_amount_lakh,npa_pct,new_loans_disbursed,loan_disbursement_amount_lakh
2020-09,BR0033,222.53,211.69,95.13,10.31,4.63,32,150.69
2020-10,BR0033,442.18,367.72,83.16,39.33,8.89,75,244.97
2020-11,BR0033,285.85,279.42,97.75,36.87,12.9,12,62.54
2020-12,BR0033,246.11,221.77,90.11,15.66,6.36,45,80.65
2021-01,BR0033,354.73,335.57,94.6,15.39,4.34,64,197.44
2021-02,BR0033,334.48,270.93,81.0,31.37,9.38,44,29.51
2021-03,BR0033,476.8,359.6,75.42,46.98,9.85,12,208.34
2021-04,BR0033,489.4,464.34,94.88,55.57,11.35,75,368.23
2021-05,BR0033,305.9,243.01,79.44,38.43,12.56,20,343.08
2021-06,BR0033,282.63,267.0,94.47,40.45,14.31,55,198.13
2021-07,BR0033,67.25,52.22,77.65,1.36,2.02,63,131.57
2021-08,BR0033,97.23,83.18,85.55,14.47,14.88,31,353.43
2021-09,BR0033,347.41,292.14,84.09,16.3,4.69,20,102.3
2021-10,BR0033,296.19,225.79,76.23,34.45,11.63,20,29.99
2021-11,BR0033,331.22,308.93,93.27,26.03,7.86,48,92.7
2021-12,BR0033,309.15,230.41,74.53,30.55,9.88,6,276.04
2022-01,BR0033,116.18,111.87,96.29,8.76,7.54,28,199.3
2022-02,BR0033,429.16,312.21,72.75,53.34,12.43,14,130.23
2022-03,BR0033,466.34,440.46,94.45,53.76,11.53,49,116.71
2022-04,BR0033,296.65,255.92,86.27,38.82,13.09,18,301.86
2022-05,BR0033,328.83,287.46,87.42,18.31,5.57,16,346.39
2022-06,BR0033,438.19,354.63,80.93,42.87,9.78,80,39.86
2022-07,BR0033,445.15,326.29,73.3,62.38,14.01,57,338.14
2022-08,BR0033,318.7,304.61,95.58,23.6,7.41,56,312.84
2022-09,BR0033,164.88,155.99,94.61,24.35,14.77,23,46.53
2022-10,BR0033,106.34,85.81,80.69,2.94,2.76,45,59.54
2022-11,BR0033,323.21,258.66,80.03,40.81,12.63,17,72.35
2022-12,BR0033,475.56,396.81,83.44,23.38,4.92,62,104.44
2023-01,BR0033,183.97,184.36,100.21,21.03,11.43,52,229.78
2023-02,BR0033,436.82,420.09,96.17,24.69,5.65,29,144.63
2023-03,BR0033,137.46,131.99,96.02,11.08,8.06,5,300.91
2023-04,BR0033,153.01,144.32,94.32,16.43,10.74,10,282.11
2023-05,BR0033,361.64,352.74,97.54,34.23,9.47,26,192.47
2023-06,BR0033,199.59,156.92,78.62,22.08,11.06,27,67.15
2023-07,BR0033,135.28,123.27,91.12,18.56,13.72,52,373.5
2023-08,BR0033,184.57,155.22,84.1,24.66,13.36,71,388.15
2023-09,BR0033,380.88,384.38,100.92,49.22,12.92,60,278.91
2023-10,BR0033,107.14,83.87,78.28,6.83,6.37,48,347.98
2023-11,BR0033,110.66,101.29,91.53,15.07,13.62,43,151.95
2023-12,BR0033,482.98,389.86,80.72,27.04,5.6,30,376.29
2024-01,BR0033,155.4,134.27,86.4,8.91,5.73,78,234.63
2024-02,BR0033,411.21,398.63,96.94,31.29,7.61,64,49.71
2024-03,BR0033,318.62,264.36,82.97,12.85,4.03,13,96.7
2024-04,BR0033,100.03,92.67,92.64,11.58,11.58,64,228.24
2024-05,BR0033,317.42,316.91,99.84,35.93,11.32,28,360.69
2024-06,BR0033,410.78,358.12,87.18,55.0,13.39,49,157.39
2024-07,BR0033,412.99,326.39,79.03,9.56,2.31,68,345.32
2024-08,BR0033,362.78,302.16,83.29,12.24,3.37,56,175.66
2024-09,BR0033,463.53,391.68,84.5,48.12,10.38,32,34.99
2024-10,BR0033,325.9,280.99,86.22,40.78,12.51,19,57.86
2024-11,BR0033,134.62,110.09,81.78,10.72,7.96,62,32.07
2024-12,BR0033,313.68,287.3,91.59,38.13,12.16,26,357.25
2020-01,BR0034,110.94,91.69,82.65,4.03,3.63,80,390.95
2020-02,BR0034,271.13,253.15,93.37,39.53,14.58,40,255.61
2020-03,BR0034,202.48,160.14,79.09,9.81,4.84,30,101.51
2020-04,BR0034,133.57,104.06,77.91,13.38,10.02,16,118.17
2020-05,BR0034,306.85,284.02,92.56,21.57,7.03,47,376.94
2020-06,BR0034,388.64,371.89,95.69,35.05,9.02,65,305.34
2020-07,BR0034,67.35,47.6,70.68,3.41,5.06,79,363.68
2020-08,BR0034,62.59,54.71,87.41,3.54,5.66,10,240.15
2020-09,BR0034,186.22,168.14,90.29,14.36,7.71,38,62.55
2020-10,BR0034,358.14,354.59,99.01,9.83,2.74,27,353.97
2020-11,BR0034,225.11,228.46,101.49,12.44,5.53,80,254.49
2020-12,BR0034,439.84,371.88,84.55,56.0,12.73,22,335.87
2021-01,BR0034,344.66,340.49,98.79,47.11,13.67,27,67.02
2021-02,BR0034,135.29,108.29,80.04,12.4,9.17,22,236.7
2021-03,BR0034,385.89,340.55,88.25,44.28,11.47,19,335.67
2021-04,BR0034,226.31,160.73,71.02,29.96,13.24,20,58.0
2021-05,BR0034,148.6,146.62,98.67,22.04,14.83,29,102.58
2021-06,BR0034,339.28,296.63,87.43,21.82,6.43,6,313.22
2021-07,BR0034,296.6,287.64,96.98,24.52,8.27,11,164.42
2021-08,BR0034,370.28,350.06,94.54,11.86,3.2,73,125.05
2021-09,BR0034,217.73,177.01,81.3,18.84,8.65,42,104.21
2021-10,BR0034,207.02,166.42,80.39,20.73,10.01,69,188.12
2021-11,BR0034,279.94,243.13,86.85,24.99,8.93,57,232.96
2021-12,BR0034,258.22,206.16,79.84,20.68,8.01,11,343.46
2022-01,BR0034,213.83,203.22,95.04,19.34,9.04,7,150.28
2022-02,BR0034,271.36,216.6,79.82,26.71,9.84,71,67.18
2022-03,BR0034,63.01,57.87,91.85,8.47,13.44,80,34.35
2022-04,BR0034,216.92,210.52,97.05,19.45,8.97,55,240.99
2022-05,BR0034,450.34,341.13,75.75,24.0,5.33,49,396.04
2022-06,BR0034,343.4,336.05,97.86,25.41,7.4,7,210.29
2022-07,BR0034,159.94,125.78,78.64,16.84,10.53,56,370.32
2022-08,BR0034,433.39,429.49,99.1,34.09,7.87,69,196.28
2022-09,BR0034,366.65,330.83,90.23,28.5,7.77,41,91.19
2022-10,BR0034,202.22,176.38,87.22,8.42,4.16,5,124.29
2022-11,BR0034,106.91,79.97,74.8,2.32,2.17,66,297.92
2022-12,BR0034,321.73,250.34,77.81,19.08,5.93,73,158.48
2023-01,BR0034,190.65,179.17,93.98,17.42,9.14,53,399.03
2023-02,BR0034,464.52,380.58,81.93,40.09,8.63,67,318.12
2023-03,BR0034,431.68,343.4,79.55,51.97,12.04,15,310.13
2023-04,BR0034,411.35,403.21,98.02,10.04,2.44,14,249.57
2023-05,BR0034,320.4,322.03,100.51,43.34,13.53,80,59.6
2023-06,BR0034,50.53,48.39,95.76,1.6,3.17,12,56.37
2023-07,BR0034,404.56,291.77,72.12,28.3,7.0,38,281.15
2023-08,BR0034,80.77,71.17,88.12,11.23,13.9,36,192.43
2023-09,BR0034,417.54,397.0,95.08,49.48,11.85,23,94.76
2023-10,BR0034,51.98,40.22,77.37,7.79,14.99,43,392.41
2023-11,BR0034,450.24,436.24,96.89,36.94,8.2,8,336.49
2023-12,BR0034,93.49,71.15,76.1,7.23,7.73,6,158.86
2024-01,BR0034,142.86,100.04,70.03,7.58,5.31,44,53.96
2024-02,BR0034,329.54,316.09,95.92,33.37,10.13,20,331.11
2024-03,BR0034,154.87,122.92,79.37,7.84,5.06,63,21.58
2024-04,BR0034,494.42,428.76,86.72,33.93,6.86,60,386.65
2024-05,BR0034,292.14,268.8,92.01,27.56,9.43,13,95.76
2024-06,BR0034,349.63,252.12,72.11,43.99,12.58,8,374.27
2024-07,BR0034,147.21,118.96,80.81,3.23,2.19,50,393.44
2024-08,BR0034,428.41,342.69,79.99,12.9,3.01,49,323.92
2024-09,BR0034,467.05,412.45,88.31,39.97,8.56,57,151.97
2024-10,BR0034,421.71,378.78,89.82,47.48,11.26,57,230.68
2024-11,BR0034,104.41,85.04,81.45,11.25,10.77,14,122.03
2024-12,BR0034,304.03,282.26,92.84,13.05,4.29,22,362.61
2020-01,BR0035,186.67,163.41,87.54,22.18,11.88,77,287.12
2020-02,BR0035,78.2,66.13,84.57,9.62,12.3,24,279.0
2020-03,BR0035,51.96,36.96,71.13,7.45,14.34,29,250.27
2020-04,BR0035,336.59,301.92,89.7,8.25,2.45,52,179.33
2020-05,BR0035,122.03,87.32,71.56,3.94,3.23,37,296.39
2020-06,BR0035,469.97,345.62,73.54,34.71,7.39,34,171.54
2020-07,BR0035,305.22,310.5,101.73,12.69,4.16,42,325.05
2020-08,BR0035,271.13,273.46,100.86,27.03,9.97,38,232.75
2020-09,BR0035,211.05,147.8,70.03,19.0,9.0,69,119.9
2020-10,BR0035,493.66,349.07,70.71,52.59,10.65,79,245.25
2020-11,BR0035,358.0,292.84,81.8,20.46,5.72,14,239.92
2020-12,BR0035,172.59,168.38,97.56,20.13,11.66,16,129.93
2021-01,BR0035,95.55,82.65,86.5,8.26,8.64,7,107.79
2021-02,BR0035,223.49,157.29,70.38,32.23,14.42,50,88.23
2021-03,BR0035,486.99,364.85,74.92,68.86,14.14,20,166.25
2021-04,BR0035,338.24,316.56,93.59,18.81,5.56,75,160.33
2021-05,BR0035,284.9,236.24,82.92,32.18,11.3,35,302.39
2021-06,BR0035,209.71,155.04,73.93,13.54,6.46,6,369.67
2021-07,BR0035,401.34,393.71,98.1,59.21,14.75,57,180.87
2021-08,BR0035,191.87,162.36,84.62,27.47,14.32,15,337.85
2021-09,BR0035,70.41,56.72,80.55,1.87,2.66,11,164.3
2021-10,BR0035,345.86,290.14,83.89,29.86,8.63,46,289.62
2021-11,BR0035,60.79,52.75,86.77,8.05,13.24,68,135.1
2021-12,BR0035,280.85,282.42,100.56,20.34,7.24,30,287.81
2022-01,BR0035,122.53,87.65,71.53,6.71,5.48,63,112.43
2022-02,BR0035,488.93,391.63,80.1,48.33,9.88,58,87.95
2022-03,BR0035,417.61,373.18,89.36,56.03,13.42,14,379.01
2022-04,BR0035,78.24,71.51,91.4,3.58,4.58,60,295.96
2022-05,BR0035,162.32,159.11,98.02,11.84,7.29,37,151.7
2022-06,BR0035,240.53,227.47,94.57,21.72,9.03,60,161.43
2022-07,BR0035,496.51,449.19,90.47,14.3,2.88,31,210.8
2022-08,BR0035,99.92,74.73,74.79,9.1,9.11,16,207.92
2022-09,BR0035,430.01,345.04,80.24,36.5,8.49,80,214.23
2022-10,BR0035,246.29,216.27,87.81,29.87,12.13,68,110.56
2022-11,BR0035,387.41,323.95,83.62,10.66,2.75,39,338.0
2022-12,BR0035,131.51,102.33,77.81,12.94,9.84,24,133.07
2023-01,BR0035,356.88,360.38,100.98,38.89,10.9,60,278.37
2023-02,BR0035,159.34,135.52,85.05,12.55,7.88,67,306.49
2023-03,BR0035,195.97,162.05,82.69,14.38,7.34,59,217.35
2023-04,BR0035,403.31,312.0,77.36,29.43,7.3,71,388.56
2023-05,BR0035,58.45,53.65,91.79,6.43,11.0,17,264.17
2023-06,BR0035,473.62,361.14,76.25,47.77,10.09,9,235.62
2023-07,BR0035,357.38,322.25,90.17,34.82,9.74,21,238.15
2023-08,BR0035,231.92,203.32,87.67,32.59,14.05,76,218.05
2023-09,BR0035,107.26,104.29,97.23,13.54,12.62,76,313.88
2023-10,BR0035,318.69,297.59,93.38,30.52,9.58,6,198.99
2023-11,BR0035,484.71,410.84,84.76,58.94,12.16,59,97.85
2023-12,BR0035,194.09,183.76,94.68,7.76,4.0,17,283.41
2024-01,BR0035,100.97,72.94,72.24,2.14,2.12,54,264.08
2024-02,BR0035,112.84,105.97,93.91,14.43,12.79,11,34.57
2024-03,BR0035,401.78,373.01,92.84,34.94,8.7,18,95.04
2024-04,BR0035,392.11,347.92,88.73,21.57,5.5,74,146.86
2024-05,BR0035,256.97,181.83,70.76,30.39,11.83,11,118.74
2024-06,BR0035,69.35,68.48,98.75,5.23,7.54,61,193.64
2024-07,BR0035,326.0,276.64,84.86,9.81,3.01,5,57.7
2024-08,BR0035,214.48,192.84,89.91,30.3,14.13,67,87.4
2024-09,BR0035,404.04,283.03,70.05,33.85,8.38,13,100.43
2024-10,BR0035,262.97,258.97,98.48,23.94,9.1,71,161.81
2024-11,BR0035,325.87,279.3,85.71,9.81,3.01,10,123.75
2024-12,BR0035,325.99,280.22,85.96,23.33,7.16,78,70.92
2020-01,BR0036,213.69,164.22,76.85,18.92,8.85,54,137.68
2020-02,BR0036,418.0,364.7,87.25,32.43,7.76,33,48.18
2020-03,BR0036,353.94,248.75,70.28,15.38,4.35,11,25.12
2020-04,BR0036,491.09,495.76,100.95,64.0,13.03,14,233.61
2020-05,BR0036,490.46,467.21,95.26,17.28,3.52,11,361.38
2020-06,BR0036,137.67,126.89,92.17,5.6,4.07,7,167.87
2020-07,BR0036,228.13,187.91,82.37,32.26,14.14,43,143.83
2020-08,BR0036,415.41,365.1,87.89,21.3,5.13,10,89.53
2020-09,BR0036,261.38,228.89,87.57,11.42,4.37,30,231.13
2020-10,BR0036,298.46,274.14,91.85,26.0,8.71,66,112.86
2020-11,BR0036,376.16,337.15,89.63,53.75,14.29,80,340.93
2020-12,BR0036,83.21,68.66,82.52,4.88,5.86,70,251.92
2021-01,BR0036,351.7,255.44,72.63,27.56,7.84,17,54.42
2021-02,BR0036,112.42,105.99,94.28,9.31,8.28,67,297.87
2021-03,BR0036,464.2,453.62,97.72,68.19,14.69,37,266.94
2021-04,BR0036,461.3,444.92,96.45,12.11,2.63,50,380.27
2021-05,BR0036,137.59,102.75,74.68,16.54,12.02,71,253.74
2021-06,BR0036,485.83,381.04,78.43,38.84,7.99,65,61.64
2021-07,BR0036,427.63,420.83,98.41,12.09,2.83,9,96.6
2021-08,BR0036,170.11,122.39,71.95,12.77,7.51,20,320.19
2021-09,BR0036,75.7,56.11,74.12,6.25,8.26,12,250.47
2021-10,BR0036,162.05,144.65,89.26,22.62,13.96,60,204.71
2021-11,BR0036,347.18,332.32,95.72,16.1,4.64,26,178.12
2021-12,BR0036,317.41,276.46,87.1,20.23,6.37,67,351.55
2022-01,BR0036,100.55,78.4,77.97,11.69,11.63,25,20.03
2022-02,BR0036,309.1,223.7,72.37,24.86,8.04,26,296.75
2022-03,BR0036,148.78,117.88,79.23,8.22,5.52,25,77.68
2022-04,BR0036,411.07,384.1,93.44,33.72,8.2,26,299.4
2022-05,BR0036,50.91,51.16,100.49,4.83,9.49,6,307.85
2022-06,BR0036,277.88,204.91,73.74,9.7,3.49,14,289.26
2022-07,BR0036,106.0,91.55,86.37,7.02,6.62,17,347.4
2022-08,BR0036,239.76,229.62,95.77,29.65,12.37,78,33.51
2022-09,BR0036,240.56,232.12,96.49,15.46,6.43,35,252.76
2022-10,BR0036,479.4,459.07,95.76,71.73,14.96,36,373.81
2022-11,BR0036,371.48,292.5,78.74,36.4,9.8,50,52.53
2022-12,BR0036,361.66,276.56,76.47,41.34,11.43,68,334.44
2023-01,BR0036,194.12,162.85,83.89,10.6,5.46,28,339.3
2023-02,BR0036,202.86,177.38,87.44,5.46,2.69,42,229.1
2023-03,BR0036,222.95,164.72,73.88,31.22,14.0,34,377.06
2023-04,BR0036,453.67,391.65,86.33,36.08,7.95,25,251.38
2023-05,BR0036,463.97,452.83,97.6,40.21,8.67,80,207.1
2023-06,BR0036,185.88,139.35,74.97,24.59,13.23,22,294.19
2023-07,BR0036,149.75,113.03,75.48,18.29,12.21,39,134.5
2023-08,BR0036,235.87,220.99,93.69,8.18,3.47,53,91.16
2023-09,BR0036,58.14,56.41,97.02,7.47,12.85,24,22.09
2023-10,BR0036,204.52,145.05,70.92,9.8,4.79,54,338.27
2023-11,BR0036,481.12,337.84,70.22,10.36,2.15,26,134.01
2023-12,BR0036,469.49,436.77,93.03,12.41,2.64,48,202.96
2024-01,BR0036,124.16,102.51,82.56,12.55,10.11,39,342.47
2024-02,BR0036,69.55,58.0,83.39,1.64,2.36,11,71.59
2024-03,BR0036,377.91,296.96,78.58,44.11,11.67,44,168.77
2024-04,BR0036,119.26,98.6,82.68,6.36,5.33,32,184.14
2024-05,BR0036,206.31,193.58,93.83,10.92,5.29,80,306.09
2024-06,BR0036,365.39,345.11,94.45,46.45,12.71,75,260.83
2024-07,BR0036,73.16,55.64,76.05,4.42,6.04,77,312.15
2024-08,BR0036,390.24,316.41,81.08,35.39,9.07,53,203.61
2024-09,BR0036,270.85,235.37,86.9,35.4,13.07,25,397.62
2024-10,BR0036,447.19,379.89,84.95,28.37,6.34,69,64.2
2024-11,BR0036,83.56,82.19,98.36,10.49,12.55,24,141.93
2024-12,BR0036,352.3,346.77,98.43,38.82,11.02,29,348.31
2020-01,BR0037,399.01,297.78,74.63,49.5,12.41,57,129.1
2020-02,BR0037,222.93,219.36,98.4,18.76,8.42,37,171.42
2020-03,BR0037,394.04,378.83,96.14,32.63,8.28,72,248.71
2020-04,BR0037,255.29,235.2,92.13,25.92,10.15,23,29.28
2020-05,BR0037,145.0,113.36,78.18,6.75,4.66,73,283.28
2020-06,BR0037,233.02,175.35,75.25,10.84,4.65,44,27.4
2020-07,BR0037,364.01,351.92,96.68,9.18,2.52,74,229.84
2020-08,BR0037,229.23,174.01,75.91,25.1,10.95,74,176.01
2020-09,BR0037,263.79,242.66,91.99,14.11,5.35,28,33.18
2020-10,BR0037,279.33,249.64,89.37,37.03,13.26,15,332.62
2020-11,BR0037,290.25,237.69,81.89,39.5,13.61,12,348.45
2020-12,BR0037,434.62,370.82,85.32,18.04,4.15,67,138.24
2021-01,BR0037,56.63,40.6,71.69,8.01,14.14,39,31.97
2021-02,BR0037,273.93,213.8,78.05,16.24,5.93,40,352.61
2021-03,BR0037,472.78,398.32,84.25,37.71,7.98,41,168.8
2021-04,BR0037,243.12,190.51,78.36,27.74,11.41,6,240.24
2021-05,BR0037,332.66,322.45,96.93,31.63,9.51,56,29.47
2021-06,BR0037,328.87,308.28,93.74,21.57,6.56,64,43.11
2021-07,BR0037,53.07,41.17,77.58,4.31,8.12,80,254.84
2021-08,BR0037,469.58,431.4,91.87,63.64,13.55,20,65.18
2021-09,BR0037,384.11,328.8,85.6,50.07,13.04,37,294.15
2021-10,BR0037,123.73,103.96,84.02,16.49,13.33,67,106.65
2021-11,BR0037,335.31,273.31,81.51,26.91,8.03,52,316.02
2021-12,BR0037,289.57,282.79,97.66,28.69,9.91,71,328.73
2022-01,BR0037,275.7,241.07,87.44,21.22,7.7,29,59.82
2022-02,BR0037,154.6,148.18,95.85,5.4,3.49,66,48.18
2022-03,BR0037,132.22,115.22,87.14,8.82,6.67,15,127.28
2022-04,BR0037,225.25,170.38,75.64,33.49,14.87,40,87.13
2022-05,BR0037,414.66,298.06,71.88,9.47,2.28,64,304.12
2022-06,BR0037,223.49,182.79,81.79,22.73,10.17,41,328.06
2022-07,BR0037,225.54,159.75,70.83,7.42,3.29,44,244.08
2022-08,BR0037,422.73,393.73,93.14,60.13,14.22,23,141.12
2022-09,BR0037,92.74,80.32,86.61,3.6,3.88,33,278.56
2022-10,BR0037,376.42,310.7,82.54,45.95,12.21,51,301.3
2022-11,BR0037,401.97,367.48,91.42,54.63,13.59,23,92.69
2022-12,BR0037,476.0,448.39,94.2,64.07,13.46,38,266.43
2023-01,BR0037,126.86,94.66,74.62,13.64,10.75,27,134.84
2023-02,BR0037,200.48,169.85,84.72,14.39,7.18,58,35.0
2023-03,BR0037,95.22,77.17,81.04,12.59,13.22,65,352.28
2023-04,BR0037,288.48,249.33,86.43,25.58,8.87,13,112.02
2023-05,BR0037,132.92,115.49,86.89,3.72,2.8,8,157.57
2023-06,BR0037,116.01,94.21,81.21,5.55,4.78,55,382.34
2023-07,BR0037,457.29,338.67,74.06,26.57,5.81,28,44.43
2023-08,BR0037,413.0,419.4,101.55,15.72,3.81,60,155.62
2023-09,BR0037,315.44,292.32,92.67,17.24,5.47,23,48.12
2023-10,BR0037,264.24,267.57,101.26,35.27,13.35,61,182.44
2023-11,BR0037,446.95,412.27,92.24,66.29,14.83,29,103.23
2023-12,BR0037,324.99,308.32,94.87,13.93,4.29,49,329.55
2024-01,BR0037,274.76,266.49,96.99,7.55,2.75,19,328.06
2024-02,BR0037,91.61,70.46,76.91,8.52,9.3,47,357.72
2024-03,BR0037,279.39,254.08,90.94,12.27,4.39,34,255.02
2024-04,BR0037,384.42,370.27,96.32,33.19,8.63,5,254.72
2024-05,BR0037,67.79,64.2,94.71,7.12,10.5,35,311.96
2024-06,BR0037,189.83,137.25,72.3,24.25,12.77,21,93.65
2024-07,BR0037,438.96,355.29,80.94,14.65,3.34,61,381.92
2024-08,BR0037,183.1,136.13,74.35,23.31,12.73,15,319.46
2024-09,BR0037,65.53,57.9,88.35,3.1,4.73,72,24.51
2024-10,BR0037,56.77,55.19,97.21,4.92,8.67,67,178.94
2024-11,BR0037,472.54,341.32,72.23,22.82,4.83,16,117.71
2024-12,BR0037,221.23,199.66,90.25,22.61,10.22,73,240.45
2020-01,BR0038,424.12,341.76,80.58,10.65,2.51,32,170.63
2020-02,BR0038,117.17,116.78,99.67,6.18,5.27,24,324.54
2020-03,BR0038,85.13,71.86,84.41,9.84,11.56,78,125.35
2020-04,BR0038,83.95,65.03,77.46,9.58,11.41,38,364.7
2020-05,BR0038,414.25,391.76,94.57,35.85,8.65,13,249.96
2020-06,BR0038,355.86,358.07,100.62,16.37,4.6,73,354.78
2020-07,BR0038,221.44,220.27,99.47,30.01,13.55,40,204.68
2020-08,BR0038,377.71,316.07,83.68,44.54,11.79,22,349.45
2020-09,BR0038,391.74,307.95,78.61,28.26,7.21,17,45.24
2020-10,BR0038,356.55,275.72,77.33,42.42,11.9,17,113.2
2020-11,BR0038,469.38,342.13,72.89,43.59,9.29,35,57.91
2020-12,BR0038,276.54,228.26,82.54,30.04,10.86,61,84.78
2021-01,BR0038,101.03,82.08,81.24,11.81,11.69,63,238.21
2021-02,BR0038,354.5,331.07,93.39,36.75,10.37,77,247.94
2021-03,BR0038,410.74,354.02,86.19,37.9,9.23,57,163.24
2021-04,BR0038,208.52,170.8,81.91,8.63,4.14,54,110.86
2021-05,BR0038,225.94,216.99,96.04,6.96,3.08,37,61.92
2021-06,BR0038,378.85,272.01,71.8,19.49,5.14,13,110.4
2021-07,BR0038,403.56,322.0,79.79,50.46,12.5,53,392.04
2021-08,BR0038,244.01,172.66,70.76,16.69,6.84,25,352.31
2021-09,BR0038,146.34,146.4,100.04,10.01,6.84,46,105.26
2021-10,BR0038,188.48,155.87,82.7,19.95,10.58,59,381.43
2021-11,BR0038,449.52,441.11,98.13,29.8,6.63,59,330.75
2021-12,BR0038,217.11,219.11,100.92,28.58,13.16,43,233.92
2022-01,BR0038,330.14,311.45,94.34,48.9,14.81,39,68.54
2022-02,BR0038,235.7,213.36,90.52,25.25,10.71,30,216.95
2022-03,BR0038,55.95,54.19,96.86,2.28,4.08,26,51.15
2022-04,BR0038,390.42,276.69,70.87,13.81,3.54,60,188.79
2022-05,BR0038,225.09,185.27,82.31,30.94,13.75,24,198.49
2022-06,BR0038,216.16,188.73,87.31,28.87,13.36,14,187.2
2022-07,BR0038,363.46,280.95,77.3,7.33,2.02,69,161.61
2022-08,BR0038,309.4,289.69,93.63,39.59,12.8,53,278.59
2022-09,BR0038,275.54,252.59,91.67,35.05,12.72,72,346.31
2022-10,BR0038,378.45,300.72,79.46,13.45,3.55,41,284.28
2022-11,BR0038,471.35,378.68,80.34,26.52,5.63,27,64.69
2022-12,BR0038,174.44,127.01,72.81,23.84,13.67,13,199.87
2023-01,BR0038,286.19,274.51,95.92,19.98,6.98,7,71.31
2023-02,BR0038,376.06,375.98,99.98,16.91,4.5,7,232.06
2023-03,BR0038,363.97,363.42,99.85,46.51,12.78,67,274.11
2023-04,BR0038,421.29,312.3,74.13,36.03,8.55,28,136.08
2023-05,BR0038,211.99,208.39,98.3,5.0,2.36,56,40.54
2023-06,BR0038,348.59,312.96,89.78,42.85,12.29,11,220.34
2023-07,BR0038,167.19,145.42,86.98,4.92,2.94,48,229.53
2023-08,BR0038,311.94,230.34,73.84,20.46,6.56,79,160.13
2023-09,BR0038,443.62,419.71,94.61,20.72,4.67,79,347.06
2023-10,BR0038,385.82,337.82,87.56,21.85,5.66,80,94.81
2023-11,BR0038,244.34,200.82,82.19,31.22,12.78,10,73.95
2023-12,BR0038,187.08,135.61,72.49,5.58,2.98,51,45.43
2024-01,BR0038,109.25,108.12,98.97,8.82,8.07,38,245.39
2024-02,BR0038,147.1,142.55,96.91,14.92,10.14,62,122.78
2024-03,BR0038,254.81,189.48,74.36,25.18,9.88,34,307.45
2024-04,BR0038,199.98,186.48,93.25,9.0,4.5,52,213.63
2024-05,BR0038,402.67,352.5,87.54,44.61,11.08,39,133.73
2024-06,BR0038,98.27,79.0,80.39,7.77,7.91,26,350.36
2024-07,BR0038,143.71,100.76,70.11,17.52,12.19,50,204.5
2024-08,BR0038,448.64,362.19,80.73,43.63,9.72,31,128.84
2024-09,BR0038,177.85,154.73,87.0,19.61,11.03,12,258.49
2024-10,BR0038,342.53,286.25,83.57,43.65,12.74,5,246.0
2024-11,BR0038,344.19,254.46,73.93,14.19,4.12,26,213.96
2024-12,BR0038,248.68,253.03,101.75,32.67,13.14,55,112.35
2020-01,BR0039,240.33,233.05,96.97,20.11,8.37,6,189.67
2020-02,BR0039,119.83,120.8,100.81,4.79,4.0,24,130.86
2020-03,BR0039,339.56,237.73,70.01,47.04,13.85,13,386.65
2020-04,BR0039,281.46,251.54,89.37,16.41,5.83,42,347.76
2020-05,BR0039,76.3,65.61,85.99,8.97,11.76,77,382.23
2020-06,BR0039,167.66,124.76,74.41,21.72,12.95,60,288.75
2020-07,BR0039,408.57,340.58,83.36,47.99,11.75,25,123.81
2020-08,BR0039,331.91,314.55,94.77,32.03,9.65,75,180.17
2020-09,BR0039,377.49,341.14,90.37,28.24,7.48,25,345.33
2020-10,BR0039,469.85,378.98,80.66,10.32,2.2,64,168.88
2020-11,BR0039,436.75,391.98,89.75,22.25,5.09,61,122.23
2020-12,BR0039,329.65,235.96,71.58,36.22,10.99,74,362.17
2021-01,BR0039,433.64,388.28,89.54,34.61,7.98,22,21.28
2021-02,BR0039,326.9,283.59,86.75,24.38,7.46,23,119.68
2021-03,BR0039,317.16,291.44,91.89,30.55,9.63,56,307.36
2021-04,BR0039,134.5,105.21,78.22,11.75,8.74,17,340.14
2021-05,BR0039,486.12,424.48,87.32,62.07,12.77,39,125.37
2021-06,BR0039,424.57,337.83,79.57,10.19,2.4,41,344.01
2021-07,BR0039,482.5,361.1,74.84,51.95,10.77,49,250.85
2021-08,BR0039,450.11,360.27,80.04,13.17,2.93,28,235.39
2021-09,BR0039,71.39,68.05,95.32,3.88,5.43,52,278.77
2021-10,BR0039,100.2,86.21,86.04,6.93,6.92,29,227.06
2021-11,BR0039,455.97,456.2,100.05,9.41,2.06,55,80.7
2021-12,BR0039,416.4,345.4,82.95,58.02,13.93,44,339.91
2022-01,BR0039,195.13,198.88,101.92,12.07,6.19,26,296.53
2022-02,BR0039,372.2,315.55,84.78,9.4,2.53,43,229.16
2022-03,BR0039,65.31,62.04,94.99,1.73,2.65,67,382.11
2022-04,BR0039,474.35,482.89,101.8,61.65,13.0,32,265.9
2022-05,BR0039,200.7,184.92,92.14,12.84,6.4,63,112.73
2022-06,BR0039,348.03,291.41,83.73,14.75,4.24,8,118.89
2022-07,BR0039,462.96,380.41,82.17,18.27,3.95,18,108.34
2022-08,BR0039,56.9,48.06,84.46,3.1,5.45,38,62.33
2022-09,BR0039,445.19,330.11,74.15,50.12,11.26,65,76.98
2022-10,BR0039,184.71,179.72,97.3,3.73,2.02,77,290.84
